timestamp,stock_price,nasdaq_index,sp500_index,inflation_rate,unemployment_rate,interest_rate,market_sentiment,price_lag
2019-02-26 17:00:00,371.231710924369,411982.629615388,161765.119440978,4.79292103259589,4.64443318273914,1.12781958100264,-0.137946243067002,373.973197466128
2019-02-26 18:00:00,369.108975033188,411978.678165736,161768.366579978,2.92020690293534,4.41575892383912,1.37854414879263,0.0295317889379713,371.231710924369
2019-02-26 19:00:00,383.109778779164,411993.525272375,161778.024538669,3.44253405710867,3.68434143509753,1.96618731689672,-0.748404741333685,369.108975033188
2019-02-26 20:00:00,376.18307633935,412000.833009575,161780.893434342,2.8677995525008,5.15156840875672,0.907568405313603,-0.651952030807875,383.109778779164
2019-02-27 04:00:00,383.38432392095,412048.616671119,161789.513286839,3.78940896682645,4.00559686404992,1.2292058633927,-0.168780451194799,376.18307633935
2019-02-27 05:00:00,385.617057297121,412056.256378734,161783.70349223,2.98989497954487,6.13045652697525,1.13057815161383,-0.938530146122024,383.38432392095
2019-02-27 06:00:00,368.857029588103,412068.452762814,161787.336154239,4.58454902524388,6.56628585633514,2.0184281395967,-0.629276669172457,385.617057297121
2019-02-27 07:00:00,387.370365210967,412082.849209693,161788.76785914,4.96130429654305,3.91480302568773,3.39957316356848,0.553083036275235,368.857029588103
2019-02-27 08:00:00,373.726754449784,412086.771647506,161794.298368362,2.98369666143599,5.68338663639927,2.03665114140105,-0.249313975434917,387.370365210967
2019-02-27 09:00:00,371.624430607895,412097.586627793,161797.955137704,2.09920927358767,6.36425934661266,2.3608963739547,-0.262820068881613,373.726754449784
2019-02-27 10:00:00,380.197921772418,412092.848246341,161799.29957995,2.69501783034853,3.22944470915664,1.89487708457545,-0.335473544932558,371.624430607895
2019-02-27 11:00:00,376.638952912376,412090.349392206,161811.777362503,1.17373349094539,6.51933922215909,2.42319814459171,0.0899434093458961,380.197921772418
2019-02-27 12:00:00,384.064790206475,412094.971354964,161822.410910673,4.11517309269684,3.3891761576557,1.23899150893716,0.717319086400123,376.638952912376
2019-02-27 13:00:00,383.801309608915,412102.138312155,161823.148782427,2.22136556542407,6.02091551787753,1.15305254182224,0.0288529076163093,384.064790206475
2019-02-27 14:00:00,383.595894304112,412097.218747178,161824.340563011,1.65215040998127,3.96103770338554,1.23803837236548,-0.0220935350629403,383.801309608915
2019-02-27 15:00:00,388.208668009091,412112.076012852,161828.280071036,1.44768643849701,4.95756948541499,2.49384582433281,-0.093473245435325,383.595894304112
2019-02-27 16:00:00,380.54316687522,412122.967967933,161829.13877951,4.3088069248716,5.94569130807614,1.93587188230954,-0.735964879954635,388.208668009091
2019-02-27 17:00:00,383.991012374303,412111.612326756,161824.740803659,4.55781753564725,4.43703888363875,1.16456023237923,-0.42925665855311,380.54316687522
2019-02-27 18:00:00,373.841074320611,412108.756988348,161823.066359039,4.2209283159112,4.93533953038748,3.48726855807398,0.894053792894982,383.991012374303
2019-02-27 19:00:00,387.023870622761,412117.608957308,161834.62918629,3.95455793749687,4.19468403988328,1.63900026276638,-0.598298348490285,373.841074320611
2019-02-27 20:00:00,379.74876432275,412140.23749808,161833.082964435,4.33448506309732,5.0859081364734,3.14213018352136,0.499362541166758,387.023870622761
2019-02-28 04:00:00,380.651055765247,412193.365270181,161854.157620236,3.00234857462017,3.69610093831948,0.533768932057459,-0.0119595961620113,379.74876432275
2019-02-28 05:00:00,381.590550480369,412186.260832652,161855.085796509,3.30883178345708,5.76156640198356,0.772322929573246,0.798013399499058,380.651055765247
2019-02-28 06:00:00,385.211178821133,412195.668260157,161856.555968906,3.2270514422748,3.79843167962613,1.14456233364501,-0.272983135953855,381.590550480369
2019-02-28 07:00:00,380.157516145361,412191.892323673,161852.636642048,3.38490762660286,5.93590327265687,3.42221475099838,-0.772545193112156,385.211178821133
2019-02-28 08:00:00,387.985020537743,412193.212513548,161852.839055849,4.53510562389084,6.83608395693052,2.22766722309269,-0.714645632381447,380.157516145361
2019-02-28 09:00:00,392.061454996156,412205.375872821,161856.799690014,4.71147424813194,6.4195763325754,2.86360948613457,-0.181444691558806,387.985020537743
2019-02-28 10:00:00,390.901975524427,412200.419524983,161856.327272956,2.05540838722366,6.13889392018616,1.39441234774685,-0.688621607651319,392.061454996156
2019-02-28 11:00:00,384.021017045746,412206.434832289,161861.357349299,3.41103245859353,6.18889715036059,0.829216391568998,0.297675916109827,390.901975524427
2019-02-28 12:00:00,379.905720735031,412204.915897599,161864.433507351,1.25335153118909,4.2571175731747,2.34529976502768,-0.0244024943966516,384.021017045746
2019-02-28 13:00:00,379.805471359858,412205.266404802,161866.988789278,3.40239129778532,3.38046566272688,0.904589689081249,0.375601828980785,379.905720735031
2019-02-28 14:00:00,381.006033147255,412206.411161938,161873.295652627,4.22980351063505,4.57490925166551,2.38679599202119,-0.281108217557808,379.805471359858
2019-02-28 15:00:00,378.63323690166,412200.848341509,161873.616980402,4.19668960447565,5.71110625582033,0.755930280855019,0.462752366051833,381.006033147255
2019-02-28 16:00:00,385.000061489692,412195.921194772,161880.840627361,3.81496846638331,6.67075676096824,3.16938981074972,0.752964971127951,378.63323690166
2019-02-28 17:00:00,381.821754322859,412202.858033104,161880.581656023,4.12291888099163,6.53466343094454,1.81678252023612,0.834636311942955,385.000061489692
2019-02-28 18:00:00,382.90547832781,412196.780220548,161884.149166884,2.87901018136122,3.12261466178832,2.09690202245834,-0.69963001058159,381.821754322859
2019-02-28 19:00:00,381.480617118672,412197.173861185,161874.887190388,4.20580123539184,3.13928343078783,2.35680336880147,0.380984702271161,382.90547832781
2019-02-28 20:00:00,385.309036760925,412225.614483211,161872.907868986,3.80541673103352,4.84699770138491,0.727955751089399,0.648877283090827,381.480617118672
2019-03-01 04:00:00,373.816617502294,412297.988945007,161905.35521077,1.0942587933451,5.46846585924661,3.04188564797785,-0.812576901751456,385.309036760925
2019-03-01 05:00:00,377.974141909581,412303.526059411,161908.143167694,1.78569541120392,4.95208179246437,2.59644841172586,-0.511799356265878,373.816617502294
2019-03-01 06:00:00,382.200939782582,412318.036909276,161906.233454644,3.7226483321433,3.44366250985005,0.519367926824829,-0.198555803538967,377.974141909581
2019-03-01 07:00:00,381.229913256552,412323.137759944,161916.723582654,2.19145883946904,5.71041407145328,2.94042378232859,0.480105104788535,382.200939782582
2019-03-01 08:00:00,373.635337633036,412331.475679828,161917.164175725,4.14734766925226,6.88773020840654,0.563006643379181,-0.156139453833009,381.229913256552
2019-03-01 09:00:00,386.105613461273,412330.098127787,161921.501749834,4.27143075488201,4.65177794700283,3.0253009721802,0.42611485715077,373.635337633036
2019-03-01 10:00:00,379.110069671558,412334.384121631,161923.333616008,3.73212074319804,4.49831543079044,0.996141662314616,-0.453568476972296,386.105613461273
2019-03-01 11:00:00,375.444695998881,412327.803381755,161925.244649825,1.96682915427999,3.17022289409867,2.13052279385175,-0.667577058284022,379.110069671558
2019-03-01 12:00:00,385.400083446289,412336.908866019,161925.50504356,4.64628793739193,4.27428218957118,1.42570122973673,-0.242690601327078,375.444695998881
2019-03-01 13:00:00,387.781023510254,412344.401371016,161932.781347024,4.68936102676205,4.35534002424267,1.05989240938038,0.647989971052986,385.400083446289
2019-03-01 14:00:00,371.457111462408,412341.055731408,161934.086473519,3.40298180546037,6.97552270385012,2.02583016666118,-0.101414901314155,387.781023510254
2019-03-01 15:00:00,387.088222693272,412342.414059043,161934.424906129,3.2661027801682,4.34235444852659,1.70905571858024,0.184853390695763,371.457111462408
2019-03-01 16:00:00,382.630045691487,412343.963514211,161935.257593371,1.04793269970176,4.40580633885195,2.1063224375336,0.615763616543,387.088222693272
2019-03-01 17:00:00,382.462697524475,412356.341326953,161944.997529705,3.47422815737886,5.7380542082532,3.03037847214334,0.713137861100427,382.630045691487
2019-03-01 18:00:00,378.174349101531,412357.28182731,161945.888600462,4.06737583031747,5.70717542392061,1.70900717227759,0.110810255993288,382.462697524475
2019-03-01 19:00:00,383.030276647853,412354.503964307,161953.447051355,1.81214880260803,3.83133724920992,3.43644713515486,-0.230012262006151,378.174349101531
